State,County,City/Town,Zipcode,Area Type,2022 Population,Unemployment(%),2022 Median Income ($),Cost of Living ($),2016 Crime Rate,Air Quality Index (%),Number of National Parks,Area Covered by State Parks (%),Student to Teacher Ratio Rank,Diversity Rank (Race),Diversity Rank (Gender)
SD,Clay County,Wakonda,57073,43-Rural: Remote,15280,2.19,90675.93,67713.75,0.02,92.09,2,0.56,785,269,448
SD,Miner County,Winfred,57076,43-Rural: Remote,2304,1.91,68770.65,68670.29,0.003,92.09,2,0.56,455,573,211
SD,Lake County,Winfred,57076,42-Rural: Distant,10972,2.1,83139.02,69192.5,0.007,92.09,2,0.56,1880,2226,1978
SD,Lincoln County,Worthing,57077,42-Rural: Distant,70987,1.68,97712.77,74553.76,0.019,92.09,2,0.56,2311,2162,2055
SD,Minnehaha County,Sioux Falls,57104,12-City: Mid-size,203971,1.89,82364.8,68602.35,0.03,92.09,2,0.56,2797,2868,2941
SD,Kingsbury County,Arlington,57212,43-Rural: Remote,5294,1.93,73825.71,70137.51,0.0,92.09,2,0.56,1659,1930,1974
SD,Hamlin County,Castlewood,57223,43-Rural: Remote,6352,1.99,73678.88,69943.87,0.004,92.09,2,0.56,1662,1785,1300
SD,Deuel County,Clear Lake,57226,43-Rural: Remote,4352,3.0,73570.03,71139.48,0.006,92.09,2,0.56,554,580,255
SD,Codington County,Henry,57243,43-Rural: Remote,28721,2.04,76524.21,68282.82,0.026,92.09,2,0.56,2053,1985,2122
SD,Grant County,Milbank,57252,42-Rural: Distant,7463,2.62,75611.36,68680.73,0.0,92.09,2,0.56,589,548,1075
SD,Roberts County,Rosholt,57260,43-Rural: Remote,10163,3.42,60754.21,68381.01,0.004,92.09,2,0.56,1318,1293,1267
SD,Day County,Waubay,57273,43-Rural: Remote,5479,3.11,62263.65,69281.58,0.0,92.09,2,0.56,751,805,1104
SD,Brookings County,White,57276,42-Rural: Distant,35484,2.12,89316.41,71049.89,0.015,92.09,2,0.56,1993,1953,1980
SD,Davison County,Mitchell,57301,33-Town: Remote,19973,1.91,72234.13,68532.03,0.035,92.09,2,0.56,1775,1380,1272
SD,Hanson County,Mitchell,57301,42-Rural: Distant,3461,2.7,78344.77,71134.64,0.003,92.09,2,0.56,1478,1605,1125
SD,Sanborn County,Artesian,57314,43-Rural: Remote,2415,2.11,72859.47,68607.24,0.015,92.09,2,0.56,457,882,756
SD,Douglas County,Delmont,57330,43-Rural: Remote,2776,2.02,72823.53,69842.94,0.002,92.09,2,0.56,367,731,554
SD,Hutchinson County,Ethan,57334,43-Rural: Remote,7368,2.32,77053.02,68448.32,0.002,92.09,2,0.56,1896,2355,1593
SD,Hyde County,Highmore,57345,43-Rural: Remote,1184,2.17,70594.29,69544.6,0.0,92.09,2,0.56,181,672,552
SD,Beadle County,Huron,57350,41-Rural: Fringe,19376,1.98,67270.45,67465.24,0.016,92.09,2,0.56,1734,1905,1684
SD,Clark County,Iroquois,57353,43-Rural: Remote,3912,2.36,67201.66,69021.26,0.009,92.09,2,0.56,1206,1614,1442
SD,Brule County,Kimball,57355,43-Rural: Remote,5321,1.72,68837.39,70324.05,0.021,92.09,2,0.56,915,1122,1493
SD,Hand County,Miller,57362,43-Rural: Remote,3140,1.77,74958.3,68646.14,0.006,92.09,2,0.56,228,468,306
SD,Aurora County,Plankinton,57368,43-Rural: Remote,2755,1.91,75728.42,68946.74,0.002,92.09,2,0.56,835,1480,913
SD,Charles Mix County,Platte,57369,43-Rural: Remote,9213,2.33,62155.84,68371.66,0.008,92.09,2,0.56,1133,1789,2017
SD,Jerauld County,Wessington Springs,57382,43-Rural: Remote,1650,1.37,70915.69,69221.38,0.0,92.09,2,0.56,1256,1402,835
SD,Brown County,Aberdeen,57401,33-Town: Remote,37972,2.3,82747.8,65493.32,0.021,92.09,2,0.56,2065,2042,1981
SD,Marshall County,Britton,57430,43-Rural: Remote,4374,2.86,76835.34,69725.76,0.013,92.09,2,0.56,1394,1532,974
SD,Faulk County,Faulkton,57438,43-Rural: Remote,2126,2.07,84826.1,68376.33,0.007,92.09,2,0.56,930,1365,490
SD,Edmunds County,Hosmer,57448,43-Rural: Remote,4065,1.94,83119.52,70950.17,0.001,92.09,2,0.56,1044,1762,1361
SD,Potter County,Hoven,57450,43-Rural: Remote,2438,2.35,68638.19,68359.47,0.006,92.09,2,0.56,287,689,583
SD,McPherson County,Leola,57456,43-Rural: Remote,2395,2.73,70641.52,69838.3,0.006,92.09,2,0.56,369,1232,326
SD,Spink County,Redfield,57469,43-Rural: Remote,6235,2.46,72177.66,67559.57,0.006,92.09,2,0.56,1655,2365,2326
SD,Walworth County,Selby,57472,43-Rural: Remote,5265,3.63,72977.55,66805.82,0.013,92.09,2,0.56,928,883,736
SD,Hughes County,Blunt,57522,43-Rural: Remote,17692,1.71,92499.57,68990.25,0.042,92.09,2,0.56,1136,569,588
SD,Gregory County,Burke,57523,43-Rural: Remote,3962,1.91,61219.37,70199.72,0.0,92.09,2,0.56,696,1152,1003
SD,Tripp County,Colome,57528,42-Rural: Distant,5565,1.72,67986.16,69213.66,0.008,92.09,2,0.56,661,742,920
SD,Stanley County,Hayes,57537,43-Rural: Remote,2999,1.9,89900.67,70538.52,0.005,92.09,2,0.56,317,355,653
SD,Lyman County,Kennebec,57544,43-Rural: Remote,3692,2.62,60582.74,69243.26,0.0,92.09,2,0.56,139,480,95
SD,Bennett County,Martin,57551,43-Rural: Remote,3336,3.38,52074.46,72560.07,0.027,92.09,2,0.56,212,295,537
SD,Haakon County,Milesville,57553,43-Rural: Remote,1826,1.89,47918.89,75155.25,0.0,92.09,2,0.56,625,632,485
SD,Todd County,Mission,57555,43-Rural: Remote,9220,3.89,25529.98,73348.34,0.0,92.09,2,0.56,1357,2052,1454
SD,Jones County,Murdo,57559,43-Rural: Remote,884,2.55,53908.37,74091.73,0.0,92.09,2,0.56,88,17,216
SD,Sully County,Onida,57564,43-Rural: Remote,1471,1.62,72038.01,69166.77,0.001,92.09,2,0.56,89,76,253
SD,Mellette County,Wood,57585,43-Rural: Remote,1892,3.16,42499.3,74402.01,0.0,92.09,2,0.56,297,838,335
SD,Perkins County,Bison,57620,43-Rural: Remote,2804,2.14,72270.07,73696.15,0.002,92.09,2,0.56,474,749,830
SD,Ziebach County,Dupree,57623,43-Rural: Remote,2395,3.83,40431.28,72168.77,0.0,92.09,2,0.56,327,928,139
SD,Dewey County,Eagle Butte,57625,33-Town: Remote,5140,6.07,51915.3,66251.97,0.0,92.09,2,0.56,332,1815,847
SD,Campbell County,Herreid,57632,43-Rural: Remote,1349,2.66,70361.2,69546.87,0.005,92.09,2,0.56,59,134,97
SD,Corson County,McIntosh,57641,43-Rural: Remote,3826,3.05,42492.12,66410.61,0.009,92.09,2,0.56,614,1725,1457
SD,Butte County,Belle Fourche,57717,33-Town: Remote,10774,1.99,63516.38,74510.23,0.016,92.09,2,0.56,1145,716,1507
SD,Pennington County,Box Elder,57719,31-Town: Fringe,114461,2.07,74985.0,79387.94,0.036,92.09,2,0.56,2565,2469,2669
SD,Custer County,Edgemont,57735,43-Rural: Remote,9006,2.92,71677.59,81668.85,0.005,92.09,2,0.56,611,589,705
SD,Oglala Lakota County,Hermosa,57744,43-Rural: Remote,9006,2.92,34518.81,70724.88,0.005,92.09,2,0.56,1778,2087,1478
SD,Jackson County,Interior,57750,43-Rural: Remote,2821,3.12,40483.64,74149.52,0.002,92.09,2,0.56,480,1145,391
SD,Harding County,Ludlow,57755,43-Rural: Remote,1330,2.04,68668.99,76813.22,0.002,92.09,2,0.56,179,699,418
SD,Fall River County,Oelrichs,57763,43-Rural: Remote,7370,2.4,64658.21,73246.0,0.007,92.09,2,0.56,688,617,1213
SD,Lawrence County,Spearfish,57783,32-Town: Distant,27214,1.95,73622.4,75077.94,0.023,92.09,2,0.56,1253,1244,1569
SD,Meade County,Wasta,57791,43-Rural: Remote,30698,2.12,75748.96,78833.0,0.012,92.09,2,0.56,1847,1862,1986
ND,Traill County,Blanchard,58009,43-Rural: Remote,7958,2.04,89251.72,63847.92,0.01,95.24,1,0.16,967,1011,1383
ND,Ransom County,Enderlin,58027,43-Rural: Remote,5640,1.75,81158.27,64922.54,0.01,95.24,1,0.16,853,1099,993
ND,Sargent County,Forman,58032,43-Rural: Remote,3795,1.75,83580.56,66365.89,0.005,95.24,1,0.16,388,846,635
ND,Cass County,Tower City,58071,43-Rural: Remote,192734,1.79,90020.81,79386.3,0.027,95.24,1,0.16,2589,2718,2814
ND,Richland County,Wahpeton,58075,32-Town: Distant,16580,1.95,80515.48,65088.62,0.021,95.24,1,0.16,1745,1719,1223
ND,Grand Forks County,Grand Forks,58203,13-City: Small,72413,1.92,84511.89,83376.21,0.031,95.24,1,0.16,2033,1340,2495
ND,Steele County,Finley,58230,43-Rural: Remote,1788,2.04,92598.15,67237.76,0.001,95.24,1,0.16,98,293,428
ND,Walsh County,Fordville,58231,43-Rural: Remote,10438,3.25,72667.45,64606.78,0.021,95.24,1,0.16,630,1601,1952
ND,Pembina County,Saint Thomas,58276,43-Rural: Remote,6763,3.49,83668.87,67912.49,0.015,95.24,1,0.16,858,849,1207
ND,Ramsey County,Devils Lake,58301,33-Town: Remote,11515,2.31,86567.59,64780.33,0.031,95.24,1,0.16,814,1148,1185
ND,Rolette County,Belcourt,58316,43-Rural: Remote,11933,7.12,54714.43,64926.39,0.008,95.24,1,0.16,1496,2493,2159
ND,Towner County,Cando,58324,43-Rural: Remote,2064,2.45,77987.44,66524.11,0.005,95.24,1,0.16,110,67,63
ND,Benson County,Fort Totten,58335,42-Rural: Distant,5770,2.98,56436.41,64986.17,0.008,95.24,1,0.16,803,1928,1680
ND,Nelson County,Lakota,58344,43-Rural: Remote,2995,3.03,81034.03,66608.99,0.017,95.24,1,0.16,236,232,167
ND,Cavalier County,Munich,58352,43-Rural: Remote,3597,2.5,83499.44,66111.74,0.009,95.24,1,0.16,301,647,108
ND,Eddy County,New Rockford,58356,43-Rural: Remote,2314,2.99,81717.9,65672.48,0.016,95.24,1,0.16,129,130,40
ND,Pierce County,Rugby,58368,33-Town: Remote,3942,2.65,70614.83,63184.02,0.021,95.24,1,0.16,204,655,739
ND,Griggs County,Cooperstown,58425,43-Rural: Remote,2252,2.21,78971.14,66717.59,0.006,95.24,1,0.16,182,193,79
ND,Wells County,Fessenden,58438,43-Rural: Remote,3930,3.22,79356.2,66502.84,0.011,95.24,1,0.16,183,526,668
ND,Dickey County,Fullerton,58441,43-Rural: Remote,4923,1.77,84252.1,64204.83,0.004,95.24,1,0.16,502,852,460
ND,Logan County,Gackle,58442,43-Rural: Remote,1855,2.22,71518.44,66728.08,0.004,95.24,1,0.16,126,363,350
ND,Foster County,Glenfield,58443,43-Rural: Remote,3378,2.14,94211.29,65906.89,0.004,95.24,1,0.16,410,111,292
ND,Sheridan County,Goodrich,58444,43-Rural: Remote,1295,2.64,65716.87,68939.94,0.017,95.24,1,0.16,116,120,291
ND,Stutsman County,Kensal,58455,43-Rural: Remote,21487,2.09,78251.34,64020.96,0.029,95.24,1,0.16,1423,1170,1811
ND,LaMoure County,Lamoure,58458,43-Rural: Remote,4098,1.88,80258.78,67031.83,0.001,95.24,1,0.16,582,1381,1041
ND,Kidder County,Steele,58482,43-Rural: Remote,2393,4.09,65425.25,67271.08,0.009,95.24,1,0.16,333,161,7
ND,Barnes County,Wimbledon,58492,43-Rural: Remote,10758,2.27,88272.13,65126.99,0.024,95.24,1,0.16,739,797,536
ND,Grant County,Carson,58529,43-Rural: Remote,2243,2.01,74169.7,67270.64,0.004,95.24,1,0.16,80,57,513
ND,Oliver County,Center,58530,42-Rural: Distant,1856,3.37,89633.7,83880.69,0.004,95.24,1,0.16,60,162,67
ND,Sioux County,Fort Yates,58538,43-Rural: Remote,3711,2.67,43762.3,76260.56,0.001,95.24,1,0.16,716,1115,939
ND,Emmons County,Hague,58542,43-Rural: Remote,3250,4.52,74897.72,66581.18,0.013,95.24,1,0.16,308,608,889
ND,Mercer County,Hazen,58545,42-Rural: Distant,8333,3.38,100491.36,68585.09,0.009,95.24,1,0.16,899,454,900
ND,Morton County,Mandan,58554,41-Rural: Fringe,33710,2.53,95589.29,84016.23,0.03,95.24,1,0.16,2092,2174,2343
ND,Burleigh County,Sterling,58572,42-Rural: Distant,99280,1.97,97655.27,81074.6,0.03,95.24,1,0.16,2386,2345,2606
ND,McIntosh County,Zeeland,58581,43-Rural: Remote,2475,2.19,66667.71,64806.57,0.003,95.24,1,0.16,471,518,997
ND,Stark County,Dickinson,58601,33-Town: Remote,32803,1.93,98664.63,71480.4,0.018,95.24,1,0.16,1781,1842,2302
ND,Golden Valley County,Golva,58632,43-Rural: Remote,1744,1.66,75292.02,68004.37,0.002,95.24,1,0.16,84,125,336
ND,Dunn County,Halliday,58636,43-Rural: Remote,4015,1.36,110512.16,76159.35,0.011,95.24,1,0.16,206,448,924
ND,Adams County,Hettinger,58639,43-Rural: Remote,2115,2.25,88849.2,66507.52,0.003,95.24,1,0.16,103,141,52
ND,Slope County,Marmarth,58643,43-Rural: Remote,672,2.71,73161.36,70161.46,0.001,95.24,1,0.16,24,20,2
ND,Billings County,Medora,58645,43-Rural: Remote,1018,2.01,94821.23,70346.82,0.011,95.24,1,0.16,35,176,210
ND,Hettinger County,Mott,58646,43-Rural: Remote,2406,1.74,78210.26,69196.92,0.011,95.24,1,0.16,412,257,275
ND,Bowman County,Rhame,58651,43-Rural: Remote,2894,1.76,90835.09,66833.08,0.011,95.24,1,0.16,218,626,1153
ND,Burke County,Bowbells,58721,43-Rural: Remote,2155,2.06,96550.4,67744.15,0.004,95.24,1,0.16,425,598,322
ND,Divide County,Crosby,58730,43-Rural: Remote,2187,1.34,91452.21,69986.84,0.001,95.24,1,0.16,49,12,146
ND,Renville County,Glenburn,58740,42-Rural: Distant,2220,2.0,90489.05,66018.24,0.006,95.24,1,0.16,709,453,912
ND,McHenry County,Granville,58741,43-Rural: Remote,5189,3.34,88443.61,67277.49,0.01,95.24,1,0.16,628,1593,1576
ND,Bottineau County,Newburg,58762,43-Rural: Remote,6376,3.06,80951.88,64784.35,0.012,95.24,1,0.16,734,737,674
ND,Mountrail County,Plaza,58771,43-Rural: Remote,9290,1.56,88253.65,65826.43,0.013,95.24,1,0.16,1251,1425,1123
ND,McLean County,Roseglen,58775,43-Rural: Remote,9824,3.15,84142.23,65026.44,0.015,95.24,1,0.16,1467,1750,1971
ND,Ward County,Sawyer,58781,42-Rural: Distant,68870,2.31,89469.41,70363.89,0.026,95.24,1,0.16,2374,2169,2629
ND,Williams County,Williston,58801,33-Town: Remote,38109,2.31,103350.04,70404.37,0.027,95.24,1,0.16,2170,2547,2667
ND,McKenzie County,Cartwright,58838,43-Rural: Remote,13908,1.93,89614.19,75038.71,0.027,95.24,1,0.16,1214,1280,1368
MT,Carbon County,Belfry,59008,43-Rural: Remote,11179,2.71,75985.13,75255.12,0.013,91.52,2,1.08,1289,2004,1639
MT,Yellowstone County,Custer,59024,43-Rural: Remote,169852,2.49,79544.11,76139.33,0.039,91.52,2,1.08,2754,2640,2827
MT,Big Horn County,Decker,59025,43-Rural: Remote,12851,4.59,56685.93,74303.55,0.038,91.52,2,1.08,1686,2303,1768
MT,Sweet Grass County,Greycliff,59033,43-Rural: Remote,3715,2.07,69727.65,74049.34,0.005,91.52,2,1.08,532,879,218
MT,Treasure County,Hysham,59038,43-Rural: Remote,758,2.04,56957.02,77865.24,0.001,91.52,2,1.08,54,66,231
MT,Musselshell County,Melstone,59054,43-Rural: Remote,5197,2.97,53801.58,73425.3,0.024,91.52,2,1.08,463,487,720
MT,Garfield County,Mosby,59058,43-Rural: Remote,1218,2.98,60112.45,73606.99,0.007,91.52,2,1.08,355,1469,829
MT,Park County,Pray,59065,43-Rural: Remote,17790,2.8,76416.39,80568.69,0.021,91.52,2,1.08,1181,1643,1490
MT,Stillwater County,Rapelje,59067,43-Rural: Remote,9177,2.3,82390.47,74130.89,0.01,91.52,2,1.08,1421,2001,1598
MT,Golden Valley County,Ryegate,59074,43-Rural: Remote,835,3.3,53414.46,75673.97,0.01,91.52,2,1.08,140,528,727
MT,Petroleum County,Winnett,59087,43-Rural: Remote,524,3.04,66315.51,79283.46,0.0,91.52,2,1.08,42,170,269
MT,Roosevelt County,Bainville,59212,43-Rural: Remote,10572,3.58,53043.78,73364.99,0.018,91.52,2,1.08,1642,2239,2262
MT,Sheridan County,Medicine Lake,59247,43-Rural: Remote,3564,1.96,74261.09,77410.3,0.019,91.52,2,1.08,456,1016,1418
MT,Valley County,Opheim,59250,43-Rural: Remote,7513,2.56,70141.46,73905.46,0.009,91.52,2,1.08,845,1853,1897
MT,Daniels County,Scobey,59263,43-Rural: Remote,1628,1.96,78500.85,76870.13,0.001,91.52,2,1.08,336,89,46
MT,Richland County,Sidney,59270,41-Rural: Fringe,11237,2.7,88563.75,78872.91,0.025,91.52,2,1.08,1327,1701,1754
MT,McCone County,Vida,59274,43-Rural: Remote,1709,1.88,64176.63,74732.71,0.008,91.52,2,1.08,713,627,745
MT,Custer County,Miles City,59301,41-Rural: Fringe,12032,2.49,75209.88,74809.22,0.02,91.52,2,1.08,1149,1861,1615
MT,Carter County,Alzada,59311,43-Rural: Remote,1382,2.1,62636.39,74085.46,0.0,91.52,2,1.08,264,554,718
MT,Powder River County,Biddle,59314,43-Rural: Remote,1725,2.24,63172.39,72572.19,0.005,91.52,2,1.08,136,455,623
MT,Dawson County,Lindsay,59339,43-Rural: Remote,8830,2.37,71963.05,79168.82,0.023,91.52,2,1.08,849,1204,1342
MT,Fallon County,Plevna,59344,43-Rural: Remote,3011,1.59,97228.1,75678.17,0.007,91.52,2,1.08,464,814,1019
MT,Rosebud County,Rosebud,59347,43-Rural: Remote,8088,3.57,71449.64,70811.81,0.006,91.52,2,1.08,1222,1646,1767
MT,Prairie County,Terry,59349,43-Rural: Remote,1107,3.12,63932.24,81102.66,0.014,91.52,2,1.08,180,37,271
MT,Wibaux County,Wibaux,59353,43-Rural: Remote,919,2.51,70594.29,81244.72,0.002,91.52,2,1.08,68,283,182
MT,Lewis and Clark County,Augusta,59410,43-Rural: Remote,73832,2.43,88288.55,78263.14,0.027,91.52,2,1.08,2290,2131,2275
MT,Chouteau County,Carter,59420,43-Rural: Remote,5898,2.34,55164.18,70883.0,0.016,91.52,2,1.08,949,1864,1750
MT,Glacier County,Cut Bank,59427,43-Rural: Remote,13681,5.21,49266.09,68899.28,0.012,91.52,2,1.08,1806,2290,2026
MT,Pondera County,Dupuyer,59432,43-Rural: Remote,6078,2.65,66244.66,71390.87,0.008,91.52,2,1.08,1563,1962,1954
MT,Judith Basin County,Geyser,59447,43-Rural: Remote,2105,2.51,59620.6,72083.18,0.007,91.52,2,1.08,360,1617,981
MT,Wheatland County,Judith Gap,59453,43-Rural: Remote,2032,3.85,50699.54,71177.99,0.008,91.52,2,1.08,205,739,434
MT,Fergus County,Lewistown,59457,42-Rural: Distant,11663,2.91,61074.59,74015.51,0.018,91.52,2,1.08,1629,2418,2094
MT,Teton County,Pendroy,59467,43-Rural: Remote,6368,2.74,66199.48,73281.71,0.011,91.52,2,1.08,1550,1979,1906
MT,Cascade County,Power,59468,42-Rural: Distant,84864,2.7,66136.84,73824.92,0.04,91.52,2,1.08,2526,2542,2665
MT,Toole County,Sunburst,59482,43-Rural: Remote,5082,2.04,65387.25,69685.84,0.019,91.52,2,1.08,1020,1416,1495
MT,Blaine County,Havre,59501,43-Rural: Remote,6936,3.25,50137.86,71107.48,0.003,91.52,2,1.08,1384,2234,1570
MT,Liberty County,Chester,59522,43-Rural: Remote,1972,2.4,62776.04,71233.67,0.004,91.52,2,1.08,792,837,496
MT,Phillips County,Loring,59537,43-Rural: Remote,4240,3.8,60883.6,70596.4,0.012,91.52,2,1.08,728,1668,1111
MT,Hill County,Rudyard,59540,43-Rural: Remote,16068,2.52,63673.48,71828.36,0.039,91.52,2,1.08,1818,2287,1851
MT,Jefferson County,Basin,59631,43-Rural: Remote,12826,2.6,83649.36,78657.35,0.014,91.52,2,1.08,1782,1438,1649
MT,Broadwater County,Townsend,59644,43-Rural: Remote,7793,3.48,75929.68,75321.77,0.008,91.52,2,1.08,269,55,100
MT,Meagher County,White Sulphur Springs,59645,43-Rural: Remote,2013,2.32,54336.55,73145.82,0.007,91.52,2,1.08,90,45,329
MT,Deer Lodge County,Anaconda,59711,33-Town: Remote,9510,2.52,52130.93,71470.67,0.039,91.52,2,1.08,500,377,409
MT,Silver Bow County,Divide,59727,43-Rural: Remote,36068,2.97,67459.39,73825.39,0.052,91.52,2,1.08,1691,1486,1426
MT,Powell County,Gold Creek,59733,43-Rural: Remote,7051,2.71,69766.67,70855.88,0.023,91.52,2,1.08,620,1192,1178
MT,Madison County,Harrison,59735,43-Rural: Remote,9265,2.27,67103.09,78448.68,0.006,91.52,2,1.08,923,1386,1237
MT,Beaverhead County,Lima,59739,43-Rural: Remote,9719,2.38,72938.53,72005.05,0.006,91.52,2,1.08,993,1818,1349
MT,Gallatin County,Willow Creek,59760,43-Rural: Remote,124857,1.9,91274.57,84836.57,0.019,91.52,2,1.08,2595,2777,2719
MT,Mineral County,Alberton,59820,42-Rural: Distant,5058,5.37,52701.85,72891.28,0.001,91.52,2,1.08,783,959,1106
MT,Sanders County,Dixon,59831,42-Rural: Distant,13442,4.49,51598.01,73182.8,0.011,91.52,2,1.08,1453,1119,1939
MT,Granite County,Hall,59837,43-Rural: Remote,3502,3.99,62285.21,71895.53,0.018,91.52,2,1.08,448,940,1154
MT,Ravalli County,Hamilton,59840,33-Town: Remote,47298,2.92,68012.85,78726.76,0.012,91.52,2,1.08,2083,2100,2096
MT,Missoula County,Lolo,59847,42-Rural: Distant,121041,2.71,75618.55,79366.87,0.038,91.52,2,1.08,2490,2620,2654
MT,Lake County,Bigfork,59911,43-Rural: Remote,32853,3.13,59389.57,72730.38,0.027,91.52,2,1.08,1944,2031,2107
MT,Flathead County,Marion,59925,43-Rural: Remote,111814,3.17,72235.16,78821.26,0.03,91.52,2,1.08,2582,2745,2670
MT,Lincoln County,Troy,59935,43-Rural: Remote,21525,5.01,51845.47,72998.63,0.015,91.52,2,1.08,1588,1730,1410
IL,McHenry County,Hebron,60034,42-Rural: Distant,311747,4.16,102984.49,92146.37,0.01,80.2,0,0.0,238,3016,2918
IL,Lake County,Zion,60099,21-Suburb: Large,709150,4.37,111388.04,91857.75,0.015,80.2,0,0.0,221,3093,3055
IL,Cook County,Bartlett,60103,21-Suburb: Large,5109292,5.3,82910.04,81548.25,0.033,80.2,0,0.0,2607,3133,3133
IL,Kane County,Saint Charles,60175,21-Suburb: Large,514182,4.72,97553.61,88141.28,0.015,80.2,0,0.0,515,3080,3035
IL,Grundy County,Morris,60450,42-Rural: Distant,53041,5.16,90140.95,84703.93,0.014,80.2,0,0.0,-1,2704,2464
IL,Will County,Peotone,60468,31-Town: Fringe,696757,4.83,104613.04,89982.39,0.014,80.2,0,0.0,552,3097,3058
IL,DuPage County,Oak Brook,60523,21-Suburb: Large,920901,3.77,117059.2,95134.66,0.014,80.2,0,0.0,195,3115,3081
IL,Kendall County,Newark,60541,42-Rural: Distant,137254,4.2,108138.13,90001.81,0.011,80.2,0,0.0,223,2854,2724
IL,DeKalb County,Sandwich,60548,21-Suburb: Large,100232,4.43,83200.63,84111.27,0.025,80.2,0,0.0,-1,2821,2695
IL,Iroquois County,Ashkum,60911,42-Rural: Distant,26473,4.7,68963.69,69486.31,0.018,80.2,0,0.0,-1,2661,2414
IL,Kankakee County,Grant Park,60940,42-Rural: Distant,106074,5.55,75231.44,76251.04,0.025,80.2,0,0.0,145,2796,2683
IL,Ford County,Kempton,60946,42-Rural: Distant,13249,4.18,68558.09,71954.63,0.017,80.2,0,0.0,-1,1558,886
IL,Stephenson County,German Valley,61039,42-Rural: Distant,43627,4.71,64018.5,66975.59,0.02,80.2,0,0.0,-1,2536,2203
IL,Ogle County,Lindenwood,61049,42-Rural: Distant,51351,5.04,76971.91,69982.16,0.009,80.2,0,0.0,-1,2720,2403
IL,Carroll County,Milledgeville,61051,43-Rural: Remote,15529,4.0,70213.34,66921.17,0.014,80.2,0,0.0,-1,1481,1069
IL,Boone County,Poplar Grove,61065,41-Rural: Fringe,53154,6.83,81081.27,73293.65,0.012,80.2,0,0.0,-1,2203,1748
IL,Jo Daviess County,Scales Mound,61075,42-Rural: Distant,21758,3.83,76945.21,69187.09,0.01,80.2,0,0.0,-1,2558,2036
IL,Winnebago County,Rockford,61103,12-City: Mid-size,282188,6.16,68735.73,70741.38,0.04,80.2,0,0.0,-1,2977,2933
IL,Henry County,Annawan,61234,42-Rural: Distant,48419,4.41,78149.68,69665.26,0.015,80.2,0,0.0,-1,2663,2303
IL,Whiteside County,Fulton,61252,32-Town: Distant,54658,4.21,69989.49,68201.58,0.018,80.2,0,0.0,-1,2920,2848
IL,Rock Island County,Illinois City,61259,42-Rural: Distant,141527,4.49,72146.85,70726.39,0.031,80.2,0,0.0,-1,2879,2829
IL,Mercer County,New Boston,61272,43-Rural: Remote,15504,4.31,76254.16,70170.59,0.008,80.2,0,0.0,-1,1642,701
IL,Putnam County,Hennepin,61327,42-Rural: Distant,5572,4.93,79535.89,70916.16,0.003,80.2,0,0.0,-1,848,542
IL,Bureau County,Ohio,61349,43-Rural: Remote,32828,4.66,72504.19,70308.48,0.012,80.2,0,0.0,130,2627,2316
IL,Lee County,Paw Paw,61353,42-Rural: Distant,33848,4.12,77645.51,66392.88,0.015,80.2,0,0.0,29,2356,2097
IL,Stark County,Bradford,61421,42-Rural: Distant,5345,5.12,69745.11,73557.64,0.008,80.2,0,0.0,-1,1030,444
IL,Hancock County,La Harpe,61450,43-Rural: Remote,17244,4.06,67415.23,69535.7,0.01,80.2,0,0.0,-1,2429,2019
IL,McDonough County,Macomb,61455,33-Town: Remote,26861,4.3,72367.62,67720.17,0.019,80.2,0,0.0,-1,2440,2127
IL,Henderson County,Media,61460,42-Rural: Distant,6151,4.17,61999.76,69037.72,0.0,80.2,0,0.0,36,728,352
IL,Warren County,Monmouth,61462,32-Town: Distant,16354,4.08,63321.28,68756.61,0.019,80.2,0,0.0,-1,1866,1559
IL,Knox County,Williamsfield,61489,42-Rural: Distant,48640,5.46,65005.28,67293.24,0.027,80.2,0,0.0,-1,2570,2419
IL,Peoria County,Elmwood,61529,41-Rural: Fringe,178383,5.29,75040.45,77129.06,0.039,80.2,0,0.0,175,2991,2938
IL,Marshall County,Henry,61537,42-Rural: Distant,11678,4.86,74521.9,73265.04,0.011,80.2,0,0.0,-1,1978,1659
